"Year","rtCode","ptCode","NW_M","TV_M","NW_X","TV_X","UV_M","UV_X","metaData"
2013,246,276,8569.92945102969,31141.81646611,5761,27092.42028272,3633.84747144777,4702.72874201007,NA
2013,246,348,2014,6667.26855963,403649,106035,3310.46105244786,262.69110043627,NA
2013,246,381,86,337.41506558,0,0,3923.43099511628,0,NA
2013,246,428,0,0,26420,8495.33537522,0,321.549408600303,NA
2013,246,528,446,1036.1565006,3228,9939.184201,2323.22085336323,3079.0533460347,NA
2013,246,616,58360,24825.24702976,25046,84485,425.381203388622,3373.19332428332,NA
2013,246,643,2100000,494233.3667285,463050,102041.37,235.349222251667,220.367930029155,NA
2013,246,699,713,1981.98140884,0,0,2779.77757200561,0,NA
2013,246,752,19715,39736.60179801,22000,38695.68864,2015.551701649,1758.89493818182,NA
2013,246,804,52680,20986.15435446,53250,14129.86,398.370431937358,265.349483568075,NA
2013,246,826,60,111.58608468,15423.3025229191,60957.0761891,1859.768078,3952.27131793062,NA
2013,246,842,190784.184573143,252426.32122694,215499,235200,1323.09877672363,1091.42037782078,NA
2013,251,32,1892996.34759772,4790722.85380251,692278,2039173,2530.76180515726,2945.59844455551,NA
2013,251,36,1532.56771760475,1399.69765506,0,0,913.302321966944,0,NA
2013,251,40,6369957.90091843,9422473.78484451,4839300,15164550.9735768,1479.20503265586,3133.6248989682,NA
2013,251,56,42893287,14366418.3803388,71986053.1003765,24660131.5781009,334.933957855429,342.568185308272,NA
2013,251,76,403455.464672221,356908.29419001,10118196,2034367,884.628727187951,201.06024828932,NA
2013,251,100,22917605,6400987.3588473,56472429,11775483.6878106,279.304375777805,208.517393289574,NA
2013,251,124,19333.6100534601,24494.70896355,133243,44211.22634775,1266.94957102263,331.808998204409,NA
2013,251,152,9736622.26770488,35805214.1987173,3934428,15365037,3677.37529651104,3905.27848012468,NA
2013,251,156,812.813428976335,742.34439201,62.4093892821139,48,913.302321966944,769.115041056114,NA
2013,251,191,16374,66192.15362316,181993.835795981,660670,4042.51579474533,3630.17789646802,NA
2013,251,203,243156,677320.86641004,135605,430061,2785.54042018309,3171.42435750894,NA
2013,251,208,560513,3969897.12211629,560513,3572907.40990466,7082.61382361567,6374.3524412541,"mirrored export for non-reporter"
2013,251,214,0,0,1,5,0,5000,NA
2013,251,251,40913637.927163,55258436.638441,0,0,1350.6116649127,0,NA
2013,251,276,190515352.876916,55563382.1531767,178932508,59446350.3341011,291.647792758591,332.227782411126,NA
2013,251,300,49874,307100.83664667,17447,114111.52272,6157.53371790251,6540.4667117556,NA
2013,251,348,27451809.1712038,21646710.6795424,20460567,21812926,788.534939338322,1066.0958711457,NA
2013,251,372,400,111.55085676,0,0,278.8771419,0,NA
2013,251,376,98.8753366196615,90.30307452,0,0,913.302321966944,0,NA
2013,251,381,21566298.2382133,19140253.2312197,10976082,14820298.3653838,887.507583350818,1350.23575492455,NA
2013,251,392,720,5655.89403501,720,5090.304631509,7855.40838195833,7069.8675437625,"mirrored export for non-reporter"
2013,251,404,0,0,2435,10870.9074294551,0,4464.43836938607,NA
2013,251,410,9801,7306.58111778,664.734972719459,446,745.493431056015,670.944087950413,NA
2013,251,422,629.603246416374,575.01810687,0,0,913.302321966944,0,NA
2013,251,440,0,0,17287,54697,0,3164.05391334529,NA
2013,251,442,2272035,589708.29231618,75513,524998.762874,259.550707764704,6952.4288913697,NA
2013,251,450,1886079,350920.4035575,0,0,186.058168060564,0,NA
2013,251,466,77,14.60785029,77,13.147065261,189.712341428571,170.741107285714,"mirrored export for non-reporter"
2013,251,484,1669925.91685641,1525147.21737774,596759.880511183,458977,913.302321966944,769.115041056114,NA
2013,251,504,190,582.98602521,16058.91,3937.4521782,3068.34750110526,245.188009534894,NA
2013,251,528,44705347,15912105.5632107,9358749,8761684.37394425,355.932939368767,936.202517445895,NA
2013,251,554,17560880.026265,16604558.8345348,4800739.97102161,3692321.31991201,945.542524617222,769.115041056114,NA
2013,251,604,900528.227544886,823432.56896979,1052968.46893525,812465.82,914.388404253266,771.595583314627,NA
2013,251,608,1508.93793727766,1374.46591365,0,0,910.882999024951,0,NA
2013,251,616,171957,594316.40508948,368967,822438,3456.19198456288,2229.02861231492,NA
2013,251,620,57966,307898.95646706,461071,1911142.46302188,5311.7164625308,4145.00687100659,NA
2013,251,642,1569181,5279470.98081894,24467176,30631626.72,3364.47546893503,1251.9477817955,NA
2013,251,643,583266.531340699,285953.98137231,0,0,490.262968998092,0,NA
2013,251,686,38156.6185864408,74157.41599038,8281.11111111111,516.90551514,1943.5007277278,62.41982606011,NA
2013,251,688,499152.831924772,1331986.28500668,418151,1509104,2668.4938956881,3608.99292360894,NA
2013,251,699,233403.100977506,74546.51600265,912000,260199.67004876,319.389569763404,285.306655755219,NA
2013,251,703,140513,470946.46945848,1094184.64421129,2399207.48680196,3351.62205246831,2192.68978000633,NA
2013,251,704,0,0,49906.2335698844,41435.89,0,830.274838151767,NA
2013,251,705,19496,97361.32218285,58333,73454.9116,4993.91270941988,1259.2342516243,NA
2013,251,710,3149140.51607821,2357320.59276651,3934288,1966924.45831616,748.559989854694,499.944197861509,NA
2013,251,724,15374382.187287,14775871.112022,17024078.25,31890437.5119322,961.07088610299,1873.25487134272,NA
2013,251,752,2949,16876.05104412,0,0,5722.63514551373,0,NA
2013,251,757,87898.9527937125,102536.48514468,286876.503706524,215554.49157902,1166.52681159149,751.384267425167,NA
2013,251,764,471.111898011328,430.26759036,61946.3280946321,47644,913.302321966944,769.117419312034,NA
2013,251,792,2678634.87471474,9431557.21175211,3096394,9356256,3521.03129126792,3021.66197195835,NA
2013,251,804,84731531.7498116,25912028.9980053,99703892.4,25154478.72,305.813295981905,252.291842519881,NA
2013,251,826,12061542,4622016.7908033,40065.0517593995,200735.7465596,383.202810287714,5010.24553181829,NA
2013,251,842,4841428.45309546,12332589.9602308,3411703.17650417,14257747,2547.30397850777,4179.07017767276,NA
2013,251,858,648380.836079702,592167.72311046,700206.043637507,538539,913.302321966944,769.115041056114,NA
2013,254,76,2933.24129625935,2481.6,2933.24129625935,2256,846.026545161725,769.115041056114,"mirrored import for non-reporter"
2013,258,32,282.215621531431,257.74818244,0,0,913.302321966943,0,NA
2013,258,36,367466,165285.74070232,679379.273398221,259849.82979042,449.798731589644,382.481244225577,NA
2013,258,251,1275.44822909176,6227.7530798,101,277.51412293,4882.79566175315,2747.66458346535,NA
2013,258,554,4009,2601.86416252,0,0,649.005777630332,0,NA
2013,258,842,2028510.2609188,989532.56498936,1699000,698997,487.812452346757,411.416715715127,NA
2013,262,32,230500,216553.7,230500,196867,939.495444685467,854.086767895879,"mirrored import for non-reporter"
2013,262,251,50,65.727029115,50,59.75184465,1314.5405823,1195.036893,"mirrored import for non-reporter"
2013,262,288,5000,6734.9525907246,5000,6122.684173386,1346.99051814492,1224.5368346772,"mirrored import for non-reporter"
2013,262,842,14848647,5326757.7,14848647,4842507,358.736907140428,326.124461036753,"mirrored import for non-reporter"
2013,262,887,23659,9346.46242505184,23659,8496.7840227744,395.048921131571,359.135382846883,"mirrored import for non-reporter"
2013,266,32,414100,392425,414100,356750,947.657570635112,861.506882395557,"mirrored import for non-reporter"
2013,266,204,5100,2164.885536,5100,1968.07776,424.48736,385.8976,"mirrored import for non-reporter"
2013,266,384,5110,3477.07932,5110,3160.9812,680.446050880626,618.587318982388,"mirrored import for non-reporter"
2013,266,422,2672,3633.67514741,2672,3303.3410431,1359.90836355165,1236.2803305015,"mirrored import for non-reporter"
2013,266,842,19850,34016.4,19850,30924,1713.6725440806,1557.88413098237,"mirrored import for non-reporter"
2013,268,31,57864.9,378601.001988311,0,0,6542.84379629639,0,NA
2013,268,32,0,0,447860,372672,0,832.117179475729,NA
2013,268,40,107007.64,495054.730033989,53200,222008.1376788,4626.34938995,4173.08529471429,NA
2013,268,51,55126.08,297954.996080179,0,0,5404.97340061508,0,NA
2013,268,100,1,0.801494516090153,0,0,801.494516090153,0,NA
2013,268,196,1,0.59160881376396,0,0,591.60881376396,0,NA
2013,268,251,123264.2,561509.090815391,108178,419044.99780553,4555.32985907824,3873.6619072781,NA
2013,268,276,0,0,483,1197.85123744,0,2480.02326592133,NA
2013,268,348,0,0,3157,16987,0,5380.7412100095,NA
2013,268,381,131454.61,648765.866655281,78850,385353.58458408,4935.28425252854,4887.17291799721,NA
2013,268,398,154.357353252592,5315.26190330664,116.161616161616,3600,34434.7826086957,30991.3043478261,NA
2013,268,642,26239.17,141321.200698994,69314.83,334964.85,5385.88685156558,4832.51347511059,NA
2013,268,643,33375936,7734309.97974225,37265707,7882861.82,231.733125918693,211.531256337093,NA
2013,268,688,22498,104977.630863974,22498,106570,4666.08724615406,4736.86549915548,NA
2013,268,699,196,200,2000,516.0528576,1020.40816326531,258.0264288,NA
2013,268,710,24000,23759.998801103,48000,43694.99838128,989.999950045958,910.312466276667,NA
2013,268,757,5947240,1934960.46134003,0,0,325.354359558388,0,NA
2013,268,784,2302,2308.70718187148,2302,2077.83646368434,1002.91363243766,902.62226919389,"mirrored export for non-reporter"
2013,268,792,179203.5,478886.795414031,97623,351261,2672.30715590952,3598.13773393565,NA
2013,268,804,16296465,4515599.65972396,25564447.105,6454921.63,277.090746964079,252.496038873359,NA
2013,268,842,13562,24332.6429563432,14105,19734,1794.17806786191,1399.07834101382,NA
2013,270,276,0,0,50,132.799472,0,2655.98944,NA
2013,270,422,0,0,400,246.42590145,0,616.064753625,NA
2013,270,686,31,45.45966533,7000,8490.132,1466.44081709677,1212.876,NA
2013,270,724,0,0,111500,46465.8099101,0,416.733721166816,NA
2013,275,376,22003384.9167604,18803482.5484752,0,0,854.572267840127,0,NA
2013,275,818,0,0,54576,16166.8539685152,0,296.226435951979,NA
2013,275,842,10420.7256577635,8905.26315789474,0,0,854.572267840126,0,NA
2013,276,28,3571,4691.82445929,0,0,1313.86851282274,0,NA
2013,276,32,23471047,9573458.64916077,1575859,2169297,407.883749249054,1376.58064585728,NA
2013,276,36,6017491,3274143.15251097,10002860,4435209.3698155,544.104370494442,443.394126261439,NA
2013,276,40,37853705,40621853.3525364,47276700,45741973.5471336,1073.12754068687,967.537360838079,NA
2013,276,56,2712816,1095338.49122439,9480430,3422665.01068826,403.764387715345,361.024237369851,NA
2013,276,76,46223,58210.22969829,6668745,1227300,1259.33474024382,184.03762627001,NA
2013,276,100,71089500,15824181.2930537,60089500,12149576.1351779,222.595197505309,202.191333513806,NA
2013,276,124,395.982328314048,490.03204797,393004,1351317.46863883,1237.5098910509,3438.4318445584,NA
2013,276,144,4,1.32800013,0,0,332.0000325,0,NA
2013,276,152,1427913,6995836.95683337,1359238,5039740,4899.34397742255,3707.76861741652,NA
2013,276,191,3003559,594415.51418826,5535552,1253708,197.903724943728,226.482923473576,NA
2013,276,203,108305986,31997173.7722532,145114057,38988250,295.433105352581,268.673144463186,NA
2013,276,208,4988739,2659107.7803042,4988739,2393197.00227378,533.022028272916,479.719825445625,"mirrored export for non-reporter"
2013,276,251,555355671,373452241.837822,596758170,403066285.65201,672.455979724428,675.426505936249,NA
2013,276,300,49096,110650.29883173,60410,31646.06832,2253.75384617342,523.854797550075,NA
2013,276,348,257193610,75076193.8933255,319350178,94718389,291.905362241797,296.597263834937,NA
2013,276,372,0,0,1950,12355.239924,0,6336.02047384615,NA
2013,276,376,197,71.71200702,0,0,364.020340203046,0,NA
2013,276,381,1022365,1876064.45565087,1200175,1253675.76625464,1835.02414074315,1044.57747099768,NA
2013,276,404,406,329.34403224,198,1459.10381431302,811.192197635468,7369.21118339909,NA
2013,276,422,980,625.48806123,1555,1851.117976,638.253123704082,1190.42956655949,NA
2013,276,440,0,0,92320,354671,0,3841.75693240901,NA
2013,276,442,780937,1546693.86340827,808100.901474074,2577904.357423,1980.56163737698,3190.07731920678,NA
2013,276,484,12210,72642.93511113,7542,33386,5949.46233506388,4426.67727393264,NA
2013,276,498,6,30.54400299,6,27.489602691,5090.667165,4581.6004485,"mirrored export for non-reporter"
2013,276,504,1663,6994.57668471,0,0,4205.99920908599,0,NA
2013,276,528,215291787,79423756.8949152,138399616.998485,41784032.896068,368.912154066124,301.908587626549,NA
2013,276,554,1552341,7841102.39957772,1654103,7741048.06486261,5051.14688047131,4679.90691321073,NA
2013,276,566,5,3.98400039,0,0,796.800078,0,NA
2013,276,604,9051.74207199159,155810.27125251,7765.32364646465,184100.51,17213.2911005747,23708.0279434092,NA
2013,276,608,2645,843.28008255,0,0,318.820447088847,0,NA
2013,276,616,465565239.727193,126628214.731833,514615231,137232600,271.988120947416,266.670303817727,NA
2013,276,620,66,171.31201677,0,0,2595.63661772727,0,NA
2013,276,642,30548016,11884075.2913506,55402208,15986871.81,389.029365813827,288.560192582938,NA
2013,276,643,75391928.3799374,16920515.7843756,64741592,12414398.4,224.434049479472,191.753060381957,NA
2013,276,686,145,636.11206227,0,0,4386.9797397931,0,NA
2013,276,688,1564551,1212383.11068207,12415472,3347988,774.908015578955,269.662562969817,NA
2013,276,699,137397,73777.04722215,0,0,536.962577218935,0,NA
2013,276,703,24623251,12468298.4045411,18999375.2381514,11321187.1861509,506.362803373979,595.871550734865,NA
2013,276,704,7040,10824.52905963,1674.14443522606,1390,1537.57515051562,830.274838151767,NA
2013,276,705,30,119.5200117,1600660,458689.3161,3984.00039,286.562615483613,NA
2013,276,710,1935.92513360647,1932.24018915,225,204.15611168,998.096545991111,907.360496355556,NA
2013,276,724,268831.670265775,440769.88314765,4400898.2,7089002.74502313,1639.575734183,1610.80816298435,NA
2013,276,752,3454,15274.65749526,0,0,4422.30963962362,0,NA
2013,276,757,11281,52216.9651116,58115.5685854044,269000.25044442,4628.75322326035,4628.71235698413,NA
2013,276,764,26939,14257.40939568,59,211,529.247908076766,3576.27118644068,NA
2013,276,780,864,1281.52012545,864,1153.368112905,1483.2408859375,1334.91679734375,"mirrored export for non-reporter"
2013,276,792,969045,2435512.3984161,1381674,3092601,2513.31197046174,2238.30006209858,NA
2013,276,804,192014347,57215281.376893,227724074.61684,52415614.13,297.973991375202,230.171597878672,NA
2013,276,826,391768.281838086,109966.37876478,513106.416539268,426216.24352685,280.692398702731,830.65857254629,NA
2013,276,842,2381487,3398308.50866571,1087890.93688739,1593890,1426.96916198397,1465.11929271177,NA
2013,276,894,4539,1464.78414339,0,0,322.710760826173,0,NA
2013,288,32,25190,33329.1738423168,855140,709804,1323.11130775374,830.04420328835,NA
2013,288,56,582.54,906.3415155456,0,0,1555.84426055824,0,NA
2013,288,76,174039.12,39182.1879062592,49450,35406,225.134371549679,715.995955510617,NA
2013,288,156,6787.17,9506.6125149888,0,0,1400.67399446143,0,NA
2013,288,192,1233,480.0119854464,1233,432.01078690176,389.304124449635,350.373712004672,"mirrored export for non-reporter"
2013,288,251,3729.80247014355,3529.074180816,145,820.59199986,946.182595208635,5659.25517144828,NA
2013,288,276,22.12,42.8191231104,0,0,1935.76505924051,0,NA
2013,288,360,96000,33003.1102091904,0,0,343.7823980124,0,NA
2013,288,381,98.87,588.04690392,0,0,5947.67779832103,0,NA
2013,288,384,693816,246825.674575632,203000,31204.558,355.750911733993,153.717034482759,NA
2013,288,422,1230.74,1791.068887008,0,0,1455.2780335473,0,NA
2013,288,566,3909,1809.7830737568,0,0,462.978529996623,0,NA
2013,288,699,0,0,5997.88878789734,4258.34053292,0,709.973239502634,NA
2013,288,710,1999654.61,2139322.43105528,1689784,2304979.4409592,1069.84597257788,1364.06750268626,NA
2013,288,724,0,0,208,19.91960985,0,95.7673550480769,NA
2013,288,764,0,0,11000,29741,0,2703.72727272727,NA
2013,288,768,36000,8665.0622860608,0,0,240.6961746128,0,NA
2013,288,784,3565.1,3398.7499959168,3565.1,3058.87499632512,953.339316124877,858.00538451239,"mirrored export for non-reporter"
2013,288,842,101392.66,631650.913013635,40588,142180,6229.74989524523,3503.00581452646,NA
2013,288,854,28000,3632.158202112,0,0,129.719935789714,0,NA
2013,292,724,141.2,473.21689146655,141.2,430.1971740605,3351.39441548548,3046.72219589589,"mirrored import for non-reporter"
2013,296,36,1522,3984.421488,1470,2388.69821025,2617.88534034166,1624.96476887755,NA
2013,296,156,1,1.928568,0,0,1928.568,0,NA
2013,296,242,100,238.178148,0,0,2381.78148,0,NA
2013,296,392,1,0.964284,1,0.8678556,964.284,867.8556,"mirrored export for non-reporter"
2013,296,764,0,0,32,42,0,1312.5,NA
2013,296,842,461,529.391916,0,0,1148.35556616052,0,NA
2013,300,32,2155649,2018681.00928,2229986,1908531,936.460903087655,855.848870800086,NA
2013,300,56,8960,21808.3872,722,559.6180005332,2433.97178571429,775.094183563989,NA
2013,300,76,154000,131142.5184,178000,139730,851.574794805195,785,NA
2013,300,100,206031141,62727276.8328,248826300,70845306.511786,304.455319367474,284.717919736724,NA
2013,300,196,970,5877.108,0,0,6058.87422680412,0,NA
2013,300,208,236,119.5344,236,107.58096,506.501694915254,455.851525423729,"mirrored export for non-reporter"
2013,300,246,25600,8160.21504,0,0,318.7584,0,NA
2013,300,251,25163439,18046639.632,1840099,10457489.0087013,717.176997627391,5683.112163368,NA
2013,300,276,141925,856926.17568,147225,867620.11841232,6037.88039936586,5893.15753718675,NA
2013,300,348,346333,1004288.184,1305259,1250465,2899.7761807278,958.020592081725,NA
2013,300,381,2867809,15416350.23984,6235890,16093336.4783104,5375.65445949852,2580.76016066839,NA
2013,300,440,2028,7954.35024,0,0,3922.26343195266,0,NA
2013,300,498,9250321,2811921.91296,9250321,2530729.721664,303.981009195249,273.582908275724,"mirrored export for non-reporter"
2013,300,528,1014,7490.8224,1755,5107.7101065,7387.39881656805,2910.37612905983,NA
2013,300,604,17980,33229.23504,17980,31127.16,1848.12208231368,1731.21023359288,NA
2013,300,616,182432,90441.0552,24,69,495.752144360639,2875,NA
2013,300,642,52563396,11534823.8904,67812246,14752886.54,219.445940867291,217.55490210426,NA
2013,300,643,47193061,13188644.73792,53222260,12164772.21,279.461523759181,228.565495151841,NA
2013,300,688,1639250,417387.5616,1682087,539150,254.621053286564,320.524443741614,NA
2013,300,710,24000,24278.7648,24000,20567.7965048,1011.6152,856.991521033333,NA
2013,300,724,92624,628513.20336,168761.08,930566.870826042,6785.64090689238,5514.10829336979,NA
2013,300,792,156982,1222850.1936,125517,647867,7789.74782841345,5161.58767338289,NA
2013,300,804,45751452,14253451.86048,50079359,13262529.74,311.540972742898,264.830261505544,NA
2013,300,807,22980,8241.2328,22980,7907.77981117703,358.626318537859,344.115744611707,NA
2013,300,826,2078046,717349.84128,37,178.3010901,345.204024011018,4818.94838108108,NA
2013,300,842,889882,1203045.99984,1275098.75579757,1254402,1351.91632131002,983.768507573657,NA
2013,308,124,102424,36961.6534826,102424,33601.503166,360.869068603062,328.062789639147,"mirrored import for non-reporter"
2013,308,842,2950000,966713,2950000,878830,327.699322033898,297.908474576271,"mirrored import for non-reporter"
2013,312,842,73028,95037.8,73028,86398,1301.38850851728,1183.08046228844,"mirrored import for non-reporter"
2013,320,32,213574131,60595436,193115444,52764132,283.720859433112,273.225853443394,NA
2013,320,36,78467.9927733654,71665,0,0,913.302321966944,0,NA
2013,320,76,112440456,33801843,112533486,29743079,300.619938787868,264.304253402405,NA
2013,320,84,1465011,313466,13607.542323154,11298,213.968359281944,830.274838151767,NA
2013,320,152,98,681,0,0,6948.97959183673,0,NA
2013,320,170,53519.2079857534,319694,52165.83,300537.16,5973.44415270684,5761.18811873596,NA
2013,320,188,5581,41238,5582,38280,7388.99838738577,6857.75707631673,NA
2013,320,222,135097,361906,132257.54,354751.25,2678.86037439766,2682.27618629531,NA
2013,320,251,221.175393012207,202,0,0,913.302321966944,0,NA
2013,320,340,386359,74890,386359,67401,193.835267199677,174.451740479709,"mirrored export for non-reporter"
2013,320,410,144501.986719767,131974,0,0,913.302321966944,0,NA
2013,320,484,5929903,5293963,5884271,4767212,892.75709906216,810.16187051888,NA
2013,320,764,8331.66273155117,57652,4560,28685,6919.62719298246,6290.5701754386,NA
2013,320,842,355016204.472815,104778853,376717147,93739138,295.138226593325,248.831620080198,NA
2013,324,32,163120,59990.219861,362000,305770,367.767409643207,844.668508287293,NA
2013,324,156,595,148.175313,0,0,249.034139495798,0,NA
2013,324,251,9154,2688.265294,0,0,293.671104872187,0,NA
2013,324,466,6581.66011891248,6011.045469,6581.66011891248,5409.9409221,913.302321966943,821.972089770249,"mirrored export for non-reporter"
2013,324,600,507030,115795.456062,507030,104215.9104558,228.379890858529,205.541901772676,"mirrored export for non-reporter"
2013,324,710,0,0,31,101.35336376,0,3269.46334709677,NA
2013,324,842,192430,76043.089837,0,0,395.172737291483,0,NA
2013,328,76,572400,248088.872051867,870000,276125,433.418714276497,317.385057471264,NA
2013,328,84,92000,38798.8443573765,376002.861528287,312185.715,421.726569101919,830.274838151767,NA
2013,328,124,7539.64,6335.5928134865,0,0,840.304419506303,0,NA
2013,328,604,0,0,204,636,0,3117.64705882353,NA
2013,328,740,55000,16948.030380501,0,0,308.1460069182,0,NA
2013,328,842,22774027.4,9829326.02621635,20320835,6010478,431.602450176044,295.779085849573,NA
2013,332,32,2700000,855360,2700000,777600,316.8,288,"mirrored import for non-reporter"
2013,332,124,1233,2403.57573225,1233,2185.0688475,1949.37204562044,1772.15640510949,"mirrored import for non-reporter"
2013,332,214,1974158.29,1259885.4962826,1974158.29,1145350.451166,638.188691689257,580.171537899324,"mirrored import for non-reporter"
2013,332,842,13001346,3793127.8,13001346,3448298,291.748854310931,265.226231191755,"mirrored import for non-reporter"
2013,340,32,55774136,17637682.7,55774136,16034257,316.234082048353,287.485529134866,"mirrored import for non-reporter"
2013,340,76,29433520,7011006.2,29433520,6373642,238.198020488205,216.543654989278,"mirrored import for non-reporter"
2013,340,170,17751.01,114331.8,17751.01,103938,6440.86167491315,5855.32879537559,"mirrored import for non-reporter"
2013,340,222,8763500.72,2799832.354,8763500.72,2545302.14,319.487889994719,290.443536358835,"mirrored import for non-reporter"
2013,340,320,122547,398162.6,122547,361966,3249.06036051474,2953.69123683158,"mirrored import for non-reporter"
2013,340,484,281262,718126.2,281262,652842,2553.22866224374,2321.11696567613,"mirrored import for non-reporter"
2013,340,558,1470211.35,391688,1470211.35,356080,266.416117655465,242.196470595877,"mirrored import for non-reporter"
2013,340,842,240199624,74777082.6,240199624,67979166,311.312238357209,283.011125779281,"mirrored import for non-reporter"
2013,344,32,672312,239049.984696,0,0,355.564060579017,0,NA
2013,344,36,0,0,1920,2972.6022172,0,1548.23032145833,NA
2013,344,56,2554,13193.869424,0,0,5165.96296945967,0,NA
2013,344,76,0,0,1146840,244288,0,213.009661330264,NA
2013,344,124,0,0,573400,152019.60985827,0,265.11965444414,NA
2013,344,152,0,0,617343.27721379,474808,0,769.115041056114,NA
2013,344,156,40032.521875553,48620.772928,0,0,1214.53185185647,0,NA
2013,344,276,855,5498.047276,0,0,6430.4646502924,0,NA
2013,344,360,0,0,903,2775,0,3073.08970099668,NA
2013,344,392,305.918026572271,279.395644,305.918026572271,251.4560796,913.302321966944,821.972089770249,"mirrored export for non-reporter"
2013,344,404,0,0,2691.1919305112,2069.836192125,0,769.115041056114,NA
2013,344,446,22687.0955606847,19387.762704,0,0,854.572267840127,0,NA
2013,344,458,0,0,5280,5541.5706839,0,1049.53990225379,NA
2013,344,554,0,0,205,447.45567655,0,2182.71061731707,NA
2013,344,586,0,0,3964000,1177878.72207534,0,297.143976305585,NA
2013,344,608,38162.5604198693,42438.741392,2151,7955,1112.0517314636,3698.27986982799,NA
2013,344,699,4151165,1221447.487628,11356860,3100544.18848276,294.242095322157,273.010690321335,NA
2013,344,702,3081.54815297355,3299.240948,1540,1959.3880508,1070.64396992025,1272.32990311688,NA
2013,344,710,0,0,840400,246775.14937736,0,293.640111110614,NA
2013,344,724,0,0,130,336.8538823034,0,2591.18371002615,NA
2013,344,764,36464,90673.878708,1133581.25658647,377011,2486.66845952172,332.584010020848,NA
2013,344,826,0,0,381,1263.7480772,0,3316.92408713911,NA
2013,344,842,8083366.3903295,3037477.657524,17498963,5767631,375.768895142236,329.598445347876,NA
2013,348,32,88,242,1243258,1056859,2750,850.072149143621,NA
2013,348,40,7389181,7188553,5150700,7569864.2361768,972.848411752263,1469.67678882032,NA
2013,348,56,688547,287118,25503,16759.8739995029,416.991142216871,657.172646335839,NA
2013,348,100,149999,76477,40722,184723.6863201,509.850065667104,4536.21350425077,NA
2013,348,152,280706.611418513,256370,354308.32177458,316100,913.302321966943,892.160811851073,NA
2013,348,191,251488,407461,137874,363254,1620.2005662298,2634.68094056893,NA
2013,348,196,53678,23141,0,0,431.107716382876,0,NA
2013,348,203,2187332,1136646,207882,741829,519.649509082298,3568.51002010756,NA
2013,348,208,2022850,2245327,2022850,2020794.3,1109.98195615098,998.983760535878,"mirrored export for non-reporter"
2013,348,233,23826,8789,0,0,368.882733148661,0,NA
2013,348,246,92055,41916,0,0,455.33648362392,0,NA
2013,348,251,8963808,42154650,28944208.1535767,43487798.8488136,4702.76137106016,1502.4698073642,NA
2013,348,276,11860966,7081165,6749743,2088405.82466672,597.014189232142,309.405235824048,NA
2013,348,300,64490,28177,0,0,436.920452783377,0,NA
2013,348,372,63383,29305,0,0,462.347948188,0,NA
2013,348,381,2506736,1240074,486063.611277105,347794.64179752,494.69668924051,715.533180695648,NA
2013,348,428,36765,13783,0,0,374.894600843193,0,NA
2013,348,440,53952,24150,0,0,447.620106761566,0,NA
2013,348,442,27097,11515,0,0,424.9547920434,0,NA
2013,348,470,10572,6218,0,0,588.157396897465,0,NA
2013,348,484,7119,26391,3986,8856,3707.1217867678,2221.77621675866,NA
2013,348,528,1806914.88785056,740892,21611,15288.600818,410.031487914374,707.44532034612,NA
2013,348,616,2821668,1210028,109691,338141,428.834292340559,3082.66858721317,NA
2013,348,620,30470,12085,0,0,396.619625861503,0,NA
2013,348,642,76967758,27266162,85372602,29581583.68,354.254335951945,346.499731611788,NA
2013,348,643,4143.20637207025,3784,0,0,913.302321966944,0,NA
2013,348,688,18891197,19840500,10094364,10176709,1050.25107726101,1008.15752235604,NA
2013,348,703,24165598,8020897,20457104.3859405,13376461.3049597,331.913863666854,653.878528094762,NA
2013,348,705,2167088,747036,4615997,1475542.7463,344.718811603405,319.6585150077,NA
2013,348,724,365968,183204,76886,328337.943658507,500.60114545534,4270.45162524396,NA
2013,348,752,283209,127283,0,0,449.431338693332,0,NA
2013,348,757,31603.7206106892,18738,26523.7070707071,18799.87472726,592.904874423624,708.79514229075,NA
2013,348,792,78845,140097,78845,129754,1776.86600291712,1645.68457099372,NA
2013,348,804,1162790.67925264,322799,4686266.34343434,2389739.76,277.607144398055,509.945356253199,NA
2013,348,818,0,0,80,238.90923816,0,2986.365477,NA
2013,348,826,889664,527190,1725.53091285915,1432.6648994,592.572027192288,830.274838151767,NA
2013,348,842,356021.798949088,328409,2621882.88385909,2735306,922.440707196594,1043.26017643243,NA
2013,352,32,9,49.30583508,0,0,5478.42612,0,NA
2013,352,208,55716,31051.6154694,55716,27946.45392246,557.319539618781,501.587585656903,"mirrored export for non-reporter"
2013,352,251,63,212.13470952,0,0,3367.21761142857,0,NA
2013,352,276,501275,167043.9170529,441561,121491.5969592,333.238077009426,275.141140089818,NA
2013,352,348,1511,4818.61715004,0,0,3189.02524820649,0,NA
2013,352,528,77,231.40478664,0,0,3005.25696935065,0,NA
2013,352,616,15407714,5340177.87026958,14229914,4461149,346.591186094808,313.504986748339,NA
2013,352,826,99.8899498071155,91.2297231,0,0,913.302321966944,0,NA
2013,352,842,133894,231706.67632182,220051,303324,1730.52322226403,1378.42591035714,NA
2013,360,32,442790709,131118040,412884806,110626000,296.117414694896,267.934296424558,NA
2013,360,76,1277442565,344196507,1346008858,286060549,269.441864887288,212.525012223954,NA
2013,360,156,105000,84945,0,0,809,0,NA
