"Year","rtCode","ptCode","NW_M","TV_M","NW_X","TV_X","UV_M","UV_X","metaData"
2013,32,340,12504,70389,12504,63350.1,5629.31861804223,5066.386756238,"mirrored export for non-reporter"
2013,32,348,132.71199535227,121,0,0,911.748781101653,0,NA
2013,32,381,75363.9480257382,68830,35213.7795506339,57516.11434428,913.301410065371,1633.34112606622,NA
2013,32,484,14611.3403520981,94882,9468,45045,6493.72321180484,4757.60456273764,NA
2013,32,554,3.51052814711891,3,0,0,854.572267840126,0,NA
2013,32,608,11888.2904054976,40182,564,1733,3379.96453900709,3072.69503546099,NA
2013,32,630,28027.3416693026,25594,28027.3416693026,23034.6,913.179719360694,821.861747424625,"mirrored export for non-reporter"
2013,32,688,139.055816398764,127,0,0,913.302321966944,0,NA
2013,32,710,34350,207142,102718,221825.03633736,6030.33478893741,2159.55369397146,NA
2013,32,724,2942.07069813763,2687,163.888888888889,166.262343548,913.302321966944,1014.48209622508,NA
2013,32,764,10788.4938709041,64059,5295,28582,5937.71482530689,5397.92256846081,NA
2013,32,826,0,0,25450,25163.91437385,0,988.758914493124,NA
2013,32,842,1010792.52985875,7275875,1336188,6784694,7198.18833743931,5077.64925294944,NA
2013,32,858,1080,6350,1080,5400,5879.62962962963,5000,NA
2013,36,32,512770,462792.388376492,434550,409758,902.534056938768,942.947877114256,NA
2013,36,40,0,0,1000,3890.965578,0,3890.965578,NA
2013,36,68,1295,2304.7254321,2564.03048987842,2128.85,1779.71075837838,830.274838151767,NA
2013,36,144,0,0,29465.1319684196,24464.1576762,0,830.274838151767,NA
2013,36,156,3620,4824.6261089376,0,0,1332.76964335293,0,NA
2013,36,242,0,0,352,238.3801244,0,677.2162625,NA
2013,36,251,0,0,69,151.37133978,0,2193.78753304348,NA
2013,36,410,0,0,360,2389,0,6636.11111111111,NA
2013,36,422,0,0,360,394.9439963,0,1097.06665638889,NA
2013,36,484,0,0,450,263,0,584.444444444444,NA
2013,36,554,201279.41,809712.598717825,254443,740371.65669389,4022.82875688986,2909.77412109545,NA
2013,36,604,0,0,1039.30453387276,1232.92,0,1186.2932950035,NA
2013,36,608,0,0,105,256,0,2438.09523809524,NA
2013,36,688,0,0,72,269,0,3736.11111111111,NA
2013,36,699,1326.68005371094,1085.7849752056,480,406.13564676,818.42262734597,846.11593075,NA
2013,36,702,0,0,617.156247455794,474.6641526,0,769.115041056114,NA
2013,36,704,3250,6002.5422119344,54193.8258663394,44995.77,1846.93606521058,830.274838151767,NA
2013,36,710,0,0,1560,614.22830152,0,393.736090717949,NA
2013,36,764,0,0,4335.204420457,6075,0,1401.31800275282,NA
2013,36,792,2281,2296.0323599312,0,0,1006.59024986024,0,NA
2013,36,842,105806,287035.893860689,416667,352230,2712.85081999781,845.351323718941,NA
2013,40,32,100500,103601.47171896,118500,97728,1030.86041511403,824.708860759494,NA
2013,40,36,634.022611673801,541.81814112,0,0,854.572267840126,0,NA
2013,40,56,32700,68423.13211536,2100,3110.5748095975,2092.4505234055,1481.22609980833,NA
2013,40,76,189.585192706382,162.01424808,0,0,854.572267840126,0,NA
2013,40,100,430200,811225.25992116,379014,725322.68272102,1885.69330525607,1913.70947437567,NA
2013,40,124,1866.32636426528,1594.91075364,1450353,6117352.73542085,854.572267840126,4217.83713028542,NA
2013,40,140,600,2112.82515324,0,0,3521.3752554,0,NA
2013,40,152,714632.18711622,2045601.19215756,690644,2122377,2862.45320185233,3073.04052449598,NA
2013,40,170,20.2017008621554,17.26381332,0,0,854.572267840126,0,NA
2013,40,191,6219400,2433159.19334952,18713555,8822661,391.220888405557,471.458309230929,NA
2013,40,203,110350500,31329084.2510221,104916531,30301447,283.90523152158,288.814800786732,NA
2013,40,208,27000,108873.57470976,27000,97986.217238784,4032.35461888,3629.119156992,"mirrored export for non-reporter"
2013,40,231,1747.765992582,1596.23873928,0,0,913.302321966944,0,NA
2013,40,251,7390400,22221303.2328276,11302711.1310855,22269882.9624918,3006.77950216871,1970.3133791718,NA
2013,40,276,178369800,56815014.4222309,157175936,50572858.2703906,318.523732281086,321.759548932418,NA
2013,40,348,304115700,74125396.2146688,370284226,90231278,243.740774365377,243.681128344906,NA
2013,40,360,681.90380366915,6100.76603016,135,1098,8946.66666666667,8133.33333333333,NA
2013,40,376,18.6477238727589,15.93582768,0,0,854.572267840127,0,NA
2013,40,381,3747200,2065405.44200688,4867445,2508651.38421276,551.186337000128,515.393884104034,NA
2013,40,392,156.951675929054,134.12654964,156.951675929054,120.713894676,854.572267840126,769.115041056114,"mirrored export for non-reporter"
2013,40,404,262.622111208021,224.42957316,0,0,854.572267840126,0,NA
2013,40,484,6146.6193096819,29530.41667668,6016,24137,4804.3347389621,4012.13430851064,NA
2013,40,528,8961100,2119052.07790596,4108,16242.1462825,236.472316780971,3953.78439203992,NA
2013,40,534,123400,27506.56656132,123400,24755.909905188,222.905725780551,200.615153202496,"mirrored export for non-reporter"
2013,40,554,1176487.88501664,1074489.11715168,0,0,913.302321966944,0,NA
2013,40,608,2787.41048900141,2545.74847188,0,0,913.302321966944,0,NA
2013,40,616,4013300,3092008.7249658,3862021,4757129,770.440466689707,1231.77191423868,NA
2013,40,642,17633200,7614320.39953668,25451617,9242862.93,431.81727647487,363.154251849696,NA
2013,40,643,417600,1118393.65039572,0,0,2678.14571454914,0,NA
2013,40,688,50388700,12712231.5139379,56666702,19113266,252.283379288172,337.292719099834,NA
2013,40,690,15800,46168.74876024,15800,41551.873884216,2922.0727063443,2629.86543570987,"mirrored export for non-reporter"
2013,40,699,100,25.23172716,0,0,252.3172716,0,NA
